Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Boston, MA metro area	Sep-23	$685K	-3.80%	5.50%	3,068	-18.80%	-23.70%	4,466	29.80%	-13.30%	5,906	20.10%	-19.10%	20	1	-1	102.10%	-0.70%	0.80%
Boston, MA metro area	Oct-23	$685K	0.00%	8.70%	3,030	-1.20%	-11.80%	3,795	-15.00%	-2.50%	5,862	-0.70%	-15.30%	19	-1	-2	102.00%	-0.10%	1.30%
Boston, MA metro area	Nov-23	$675K	-1.50%	5.50%	3,026	-0.10%	-8.60%	2,686	-29.20%	-4.10%	5,058	-13.70%	-12.50%	20	1	-2	101.50%	-0.50%	1.10%
Boston, MA metro area	Dec-23	$670K	-0.70%	10.70%	2,686	-11.20%	-18.30%	1,252	-53.40%	-2.60%	3,538	-30.10%	-12.40%	22	2	-3	100.80%	-0.80%	1.20%
Boston, MA metro area	Jan-24	$672K	0.30%	9.90%	1,992	-25.80%	-8.00%	2,715	116.90%	10.70%	3,964	12.00%	-3.30%	26	4	-6	100.10%	-0.60%	1.00%
Boston, MA metro area	Feb-24	$665K	-1.10%	11.60%	1,808	-9.20%	-0.90%	3,160	16.40%	19.60%	4,300	8.50%	8.80%	24	-2	-7	100.70%	0.60%	1.10%
Boston, MA metro area	Mar-24	$711K	6.90%	9.40%	2,466	36.40%	-7.40%	3,642	15.30%	-17.80%	4,409	2.50%	-10.60%	20	-4	-2	101.70%	0.90%	1.00%
Boston, MA metro area	Apr-24	$713K	0.30%	6.80%	2,948	19.50%	14.40%	5,134	41.00%	25.50%	5,493	24.60%	6.20%	18	-2	-1	102.80%	1.10%	0.60%
Boston, MA metro area	May-24	$735K	3.10%	5.00%	3,636	23.30%	5.30%	5,813	13.20%	12.30%	6,460	17.60%	16.60%	18	0	0	103.30%	0.50%	0.40%
Boston, MA metro area	Jun-24	$770K	4.80%	5.50%	4,083	12.30%	-9.00%	4,817	-17.10%	9.90%	6,718	4.00%	25.80%	18	0	0	103.30%	-0.10%	-0.40%
Boston, MA metro area	Jul-24	$750K	-2.60%	2.00%	4,159	1.90%	12.40%	3,866	-19.70%	8.80%	6,399	-4.70%	23.10%	19	1	0	102.70%	-0.60%	-0.40%
Boston, MA metro area	Aug-24	$730K	-2.70%	2.50%	3,874	-6.90%	2.50%	3,213	-16.90%	-6.60%	5,681	-11.20%	15.50%	20	1	1	101.60%	-1.10%	-1.10%
Boston, MA metro area	Sep-24	$705K	-3.40%	2.90%	3,070	-20.80%	0.10%	5,167	60.80%	15.70%	7,069	24.40%	19.70%	21	1	1	100.90%	-0.70%	-1.20%
Boston, MA metro area	Oct-24	$710K	0.70%	3.60%	3,414	11.20%	12.70%	4,330	-16.20%	14.10%	6,849	-3.10%	16.80%	21	0	2	101.30%	0.40%	-0.70%
Boston, MA metro area	Nov-24	$710K	0.00%	5.20%	3,084	-9.70%	1.90%	2,215	-48.80%	-17.50%	5,330	-22.20%	5.40%	21	0	1	100.80%	-0.50%	-0.70%
Boston, MA metro area	Dec-24	$720K	1.40%	7.50%	3,172	2.90%	18.10%	1,384	-37.50%	10.50%	3,695	-30.70%	4.40%	25	4	3	100.30%	-0.50%	-0.50%
Boston, MA metro area	Jan-25	$719K	-0.10%	6.90%	2,214	-30.20%	11.10%	2,936	112.10%	8.10%	4,241	14.80%	7.00%	32	7	6	100.10%	-0.20%	-0.10%
Boston, MA metro area	Feb-25	$705K	-2.00%	6.00%	1,835	-17.10%	1.50%	2,893	-1.50%	-8.40%	4,558	7.50%	6.00%	25	-7	1	100.70%	0.70%	0.00%
Boston, MA metro area	Mar-25	$725K	2.80%	2.00%	2,265	23.40%	-8.20%	4,516	56.10%	24.00%	5,563	22.00%	26.20%	20	-5	0	101.50%	0.80%	-0.10%
Boston, MA metro area	Apr-25	$750K	3.40%	5.20%	2,886	27.40%	-2.10%	6,203	37.40%	20.80%	7,215	29.70%	31.30%	19	-1	1	102.30%	0.80%	-0.50%
Boston, MA metro area	May-25	$775K	3.30%	5.40%	3,744	29.70%	3.00%	5,818	-6.20%	0.10%	8,073	11.90%	25.00%	19	0	1	102.60%	0.20%	-0.80%
Boston, MA metro area	Jun-25	$799K	3.10%	3.80%	4,328	15.60%	6.00%	5,294	-9.00%	9.90%	8,301	2.80%	23.60%	19	0	1	102.20%	-0.40%	-1.10%
Boston, MA metro area	Jul-25	$775K	-3.00%	3.30%	4,214	-2.60%	1.30%	4,121	-22.20%	6.60%	7,799	-6.00%	21.90%	20	1	1	101.50%	-0.70%	-1.20%
Boston, MA metro area	Aug-25	$760K	-1.90%	4.10%	3,833	-9.00%	-1.10%	3,164	-23.20%	-1.50%	6,704	-14.00%	18.00%	22	2	2	100.70%	-0.80%	-0.90%
Chicago, IL metro area	Jan-12	$140K	-1.80%	-8.50%	3,983	-25.90%	11.90%	8,124	57.20%	-8.70%	39,487	-1.10%	-22.20%	97	1	-26	93.80%	-0.20%	-0.30%
Chicago, IL metro area	Feb-12	$135K	-3.60%	-9.10%	4,314	8.30%	23.60%	9,637	18.60%	9.70%	39,961	1.20%	-22.40%	100	3	-23	94.10%	0.40%	-0.40%
Chicago, IL metro area	Mar-12	$150K	11.10%	-2.00%	5,730	32.80%	20.50%	11,616	20.50%	-7.30%	40,648	1.70%	-22.20%	102	2	-27	94.60%	0.40%	0.20%
Chicago, IL metro area	Apr-12	$157K	4.30%	-2.20%	6,040	5.40%	19.20%	11,112	-4.30%	-1.40%	40,736	0.20%	-20.70%	87	-15	-42	94.80%	0.30%	0.30%
Chicago, IL metro area	May-12	$170K	8.60%	2.90%	7,273	20.40%	26.00%	11,190	0.70%	0.00%	40,539	-0.50%	-21.70%	70	-17	-23	95.10%	0.20%	0.50%
Chicago, IL metro area	Jun-12	$181K	6.50%	1.70%	7,909	8.70%	21.30%	10,763	-3.80%	2.30%	40,310	-0.60%	-21.70%	62	-8	-21	95.50%	0.40%	1.10%
Chicago, IL metro area	Jul-12	$172K	-5.00%	-4.40%	7,373	-6.80%	29.30%	9,917	-7.90%	6.40%	39,694	-1.50%	-21.40%	63	1	-19	95.40%	-0.10%	1.00%
Chicago, IL metro area	Aug-12	$170K	-1.20%	-2.30%	8,020	8.80%	29.20%	9,628	-2.90%	0.90%	38,411	-3.20%	-22.10%	65	2	-24	95.50%	0.10%	1.60%
Chicago, IL metro area	Sep-12	$160K	-5.90%	-0.10%	6,537	-18.50%	21.50%	8,738	-9.20%	3.90%	37,531	-2.30%	-21.20%	63	-2	-24	95.70%	0.20%	1.60%
Chicago, IL metro area	Oct-12	$154K	-3.70%	4.00%	7,209	10.30%	43.90%	8,667	-0.80%	8.80%	35,503	-5.40%	-22.10%	66	3	-27	95.40%	-0.20%	1.60%
Chicago, IL metro area	Nov-12	$155K	0.60%	4.70%	6,631	-8.00%	37.60%	6,574	-24.10%	-2.90%	32,636	-8.10%	-24.40%	68	2	-23	95.40%	0.00%	1.60%
Chicago, IL metro area	Dec-12	$151K	-2.60%	6.00%	6,430	-3.00%	19.70%	5,215	-20.70%	0.90%	29,698	-9.00%	-25.60%	69	1	-27	95.30%	-0.10%	1.40%
Chicago, IL metro area	Jan-13	$141K	-6.60%	0.70%	5,456	-15.10%	37.00%	9,037	73.30%	11.20%	29,709	0.00%	-24.80%	75	6	-22	95.60%	0.30%	1.80%
Chicago, IL metro area	Feb-13	$139K	-1.40%	3.00%	5,150	-5.60%	19.40%	9,617	6.40%	-0.20%	29,821	0.40%	-25.40%	74	-1	-26	95.90%	0.30%	1.80%
Chicago, IL metro area	Mar-13	$155K	11.50%	3.30%	6,878	33.60%	20.00%	10,867	13.00%	-6.40%	29,590	-0.80%	-27.20%	67	-7	-35	96.20%	0.30%	1.70%
Chicago, IL metro area	Apr-13	$173K	11.60%	10.50%	7,931	15.30%	31.30%	12,783	17.60%	15.00%	30,188	2.00%	-25.90%	50	-17	-37	96.80%	0.60%	2.00%
Chicago, IL metro area	May-13	$184K	6.10%	7.90%	9,483	19.60%	30.40%	12,670	-0.90%	13.20%	30,829	2.10%	-24.00%	43	-7	-27	97.10%	0.40%	2.10%
Chicago, IL metro area	Jun-13	$207K	12.80%	14.40%	9,567	0.90%	21.00%	12,064	-4.80%	12.10%	31,444	2.00%	-22.00%	40	-3	-22	97.30%	0.20%	1.80%
Chicago, IL metro area	Jul-13	$203K	-2.20%	17.70%	10,134	5.90%	37.40%	11,806	-2.10%	19.00%	31,882	1.40%	-19.70%	38	-2	-25	97.50%	0.20%	2.10%
Chicago, IL metro area	Aug-13	$198K	-2.20%	16.50%	9,963	-1.70%	24.20%	11,217	-5.00%	16.50%	31,864	-0.10%	-17.00%	39	1	-26	97.50%	0.00%	2.00%
Chicago, IL metro area	Sep-13	$185K	-6.60%	15.70%	8,300	-16.70%	27.00%	10,062	-10.30%	15.20%	32,430	1.80%	-13.60%	41	2	-22	97.30%	-0.10%	1.70%
Chicago, IL metro area	Oct-13	$175K	-5.40%	13.60%	8,099	-2.40%	12.30%	9,314	-7.40%	7.50%	32,354	-0.20%	-8.90%	44	3	-22	97.00%	-0.30%	1.60%
Chicago, IL metro area	Nov-13	$170K	-2.90%	9.70%	6,639	-18.00%	0.10%	6,781	-27.20%	3.10%	28,577	-11.70%	-12.40%	51	7	-17	96.80%	-0.20%	1.40%
Chicago, IL metro area	Dec-13	$175K	2.90%	15.90%	7,123	7.30%	10.80%	5,625	-17.00%	7.90%	26,189	-8.40%	-11.80%	53	2	-16	97.10%	0.30%	1.80%
Chicago, IL metro area	Jan-14	$164K	-6.30%	16.30%	5,074	-28.80%	-7.00%	7,543	34.10%	-16.50%	25,905	-1.10%	-12.80%	60	7	-15	96.70%	-0.40%	1.20%
Chicago, IL metro area	Feb-14	$158K	-3.70%	13.70%	4,957	-2.30%	-3.70%	9,141	21.20%	-4.90%	26,897	3.80%	-9.80%	67	7	-7	96.90%	0.10%	1.00%
Chicago, IL metro area	Mar-14	$176K	11.40%	13.50%	6,226	25.60%	-9.50%	12,024	31.50%	10.60%	28,409	5.60%	-4.00%	62	-5	-5	96.80%	-0.10%	0.50%
Chicago, IL metro area	Apr-14	$188K	6.50%	8.40%	7,365	18.30%	-7.10%	14,053	16.90%	9.90%	30,345	6.80%	0.50%	45	-17	-5	97.30%	0.60%	0.60%
Chicago, IL metro area	May-14	$210K	12.00%	14.40%	8,476	15.10%	-10.60%	14,008	-0.30%	10.60%	31,747	4.60%	3.00%	37	-8	-6	97.30%	-0.10%	0.10%
Chicago, IL metro area	Jun-14	$220K	4.80%	6.30%	9,677	14.20%	1.10%	13,386	-4.40%	11.00%	34,594	9.00%	10.00%	33	-4	-7	97.40%	0.10%	0.10%
Chicago, IL metro area	Jul-14	$220K	0.00%	8.60%	9,613	-0.70%	-5.10%	12,455	-7.00%	5.50%	36,879	6.60%	15.70%	34	1	-4	97.40%	0.00%	-0.10%
Chicago, IL metro area	Aug-14	$217K	-1.60%	9.30%	9,009	-6.30%	-9.60%	10,865	-12.80%	-3.10%	36,729	-0.40%	15.30%	40	6	1	97.00%	-0.30%	-0.50%
Chicago, IL metro area	Sep-14	$198K	-8.80%	6.80%	7,924	-12.00%	-4.50%	10,686	-1.60%	6.20%	36,915	0.50%	13.80%	45	5	4	96.70%	-0.40%	-0.70%
Chicago, IL metro area	Oct-14	$187K	-5.30%	6.90%	7,914	-0.10%	-2.30%	9,499	-11.10%	2.00%	35,764	-3.10%	10.50%	50	5	6	96.50%	-0.20%	-0.60%
Chicago, IL metro area	Nov-14	$183K	-2.10%	7.60%	6,113	-22.80%	-7.90%	6,733	-29.10%	-0.70%	33,057	-7.60%	15.70%	55	5	4	96.30%	-0.20%	-0.50%
Chicago, IL metro area	Dec-14	$184K	0.50%	5.10%	7,027	15.00%	-1.30%	5,357	-20.40%	-4.80%	29,684	-10.20%	13.30%	61	6	8	96.10%	-0.10%	-1.00%
Chicago, IL metro area	Jan-15	$178K	-3.30%	8.50%	4,919	-30.00%	-3.10%	8,422	57.20%	11.70%	29,687	0.00%	14.60%	70	9	10	95.90%	-0.20%	-0.80%
Chicago, IL metro area	Feb-15	$172K	-3.40%	8.90%	5,035	2.40%	1.60%	9,760	15.90%	6.80%	30,459	2.60%	13.20%	80	10	13	95.80%	-0.10%	-1.10%
Chicago, IL metro area	Mar-15	$200K	16.30%	13.60%	7,197	42.90%	15.60%	13,877	42.20%	15.40%	32,549	6.90%	14.60%	72	-8	10	96.30%	0.50%	-0.40%
Chicago, IL metro area	Apr-15	$210K	5.00%	12.00%	8,018	11.40%	8.90%	14,832	6.90%	5.50%	34,974	7.50%	15.30%	53	-19	8	96.80%	0.50%	-0.60%
Chicago, IL metro area	May-15	$223K	6.20%	6.20%	9,199	14.70%	8.50%	14,062	-5.20%	0.40%	36,291	3.80%	14.30%	42	-11	5	97.00%	0.20%	-0.30%
Chicago, IL metro area	Jun-15	$234K	4.90%	6.40%	11,273	22.50%	16.50%	13,508	-3.90%	0.90%	37,264	2.70%	7.70%	39	-3	6	97.20%	0.20%	-0.20%
Chicago, IL metro area	Jul-15	$228K	-2.60%	3.60%	10,688	-5.20%	11.20%	12,429	-8.00%	-0.20%	37,485	0.60%	1.60%	41	2	7	97.10%	0.00%	-0.20%
Chicago, IL metro area	Aug-15	$224K	-2.00%	3.20%	9,466	-11.40%	5.10%	11,020	-11.30%	1.40%	36,732	-2.00%	0.00%	45	4	5	96.90%	-0.30%	-0.20%
Chicago, IL metro area	Sep-15	$210K	-6.00%	6.30%	8,486	-10.40%	7.10%	10,141	-8.00%	-5.10%	35,937	-2.20%	-2.60%	47	2	2	96.80%	0.00%	0.20%
Chicago, IL metro area	Oct-15	$200K	-4.80%	7.00%	8,122	-4.30%	2.60%	9,221	-9.10%	-2.90%	34,268	-4.60%	-4.20%	53	6	3	96.60%	-0.20%	0.10%
Chicago, IL metro area	Nov-15	$197K	-1.80%	7.40%	6,124	-24.60%	0.20%	6,620	-28.20%	-1.70%	30,894	-9.80%	-6.50%	55	2	0	96.40%	-0.20%	0.10%
Chicago, IL metro area	Dec-15	$200K	1.80%	8.70%	7,282	18.90%	3.60%	4,955	-25.20%	-7.50%	26,977	-12.70%	-9.10%	60	5	-1	96.30%	-0.10%	0.20%
Chicago, IL metro area	Jan-16	$190K	-5.00%	6.70%	5,398	-25.90%	9.70%	8,140	64.30%	-3.30%	27,015	0.10%	-9.00%	68	8	-2	96.30%	0.00%	0.40%
Chicago, IL metro area	Feb-16	$190K	0.00%	10.50%	5,369	-0.50%	6.60%	11,650	43.10%	19.40%	28,824	6.70%	-5.40%	73	5	-7	96.40%	0.10%	0.60%
Chicago, IL metro area	Mar-16	$210K	10.50%	5.00%	7,316	36.30%	1.70%	14,096	21.00%	1.60%	30,441	5.60%	-6.50%	65	-8	-7	96.90%	0.50%	0.60%
Chicago, IL metro area	Apr-16	$231K	9.80%	9.80%	8,845	20.90%	10.30%	14,275	1.30%	-3.80%	32,003	5.10%	-8.50%	42	-23	-11	97.20%	0.30%	0.40%
Chicago, IL metro area	May-16	$235K	2.00%	5.40%	10,054	13.70%	9.30%	13,902	-2.60%	-1.10%	33,122	3.50%	-8.70%	37	-5	-5	97.40%	0.20%	0.40%
Chicago, IL metro area	Jun-16	$246K	4.70%	5.10%	11,619	15.60%	3.10%	13,482	-3.00%	-0.20%	33,765	1.90%	-9.40%	34	-3	-5	97.60%	0.20%	0.40%
Chicago, IL metro area	Jul-16	$241K	-2.00%	5.70%	9,985	-14.10%	-6.60%	11,717	-13.10%	-5.70%	33,961	0.60%	-9.40%	36	2	-5	97.50%	-0.10%	0.40%
Chicago, IL metro area	Aug-16	$235K	-2.50%	5.10%	10,300	3.20%	8.80%	10,966	-6.40%	-0.50%	33,276	-2.00%	-9.40%	39	3	-6	97.20%	-0.30%	0.40%
Chicago, IL metro area	Sep-16	$220K	-6.40%	4.80%	8,621	-16.30%	1.60%	10,164	-7.30%	0.20%	33,007	-0.80%	-8.20%	42	3	-5	97.10%	-0.10%	0.30%
Chicago, IL metro area	Oct-16	$220K	-0.20%	9.70%	7,712	-10.50%	-5.00%	8,574	-15.60%	-7.00%	31,143	-5.60%	-9.10%	47	5	-6	96.90%	-0.20%	0.30%
Chicago, IL metro area	Nov-16	$215K	-2.10%	9.40%	7,114	-7.80%	16.20%	6,553	-23.60%	-1.00%	28,074	-9.90%	-9.10%	50	3	-5	96.80%	-0.10%	0.40%
Chicago, IL metro area	Dec-16	$215K	0.00%	7.50%	7,060	-0.80%	-3.00%	4,595	-29.90%	-7.30%	24,055	-14.30%	-10.80%	55	5	-5	96.60%	-0.20%	0.30%
Chicago, IL metro area	Jan-17	$208K	-3.30%	9.50%	5,499	-22.10%	1.90%	8,473	84.40%	4.10%	25,959	7.90%	-3.90%	63	8	-5	96.40%	-0.20%	0.10%
Chicago, IL metro area	Feb-17	$209K	0.50%	10.00%	5,245	-4.60%	-2.30%	11,270	33.00%	-3.30%	30,125	16.00%	4.50%	71	8	-2	96.80%	0.40%	0.40%
Chicago, IL metro area	Mar-17	$235K	12.20%	11.70%	8,433	60.80%	15.30%	14,276	26.70%	1.30%	33,091	9.80%	8.70%	64	-7	-1	97.30%	0.50%	0.40%
Chicago, IL metro area	Apr-17	$246K	4.90%	6.70%	8,787	4.20%	-0.70%	13,140	-8.00%	-8.00%	35,004	5.80%	9.40%	57	-7	15	97.60%	0.30%	0.40%
Chicago, IL metro area	May-17	$250K	1.60%	6.40%	10,760	22.50%	7.00%	14,018	6.70%	0.80%	36,047	3.00%	8.80%	54	-3	17	97.80%	0.10%	0.40%
Chicago, IL metro area	Jun-17	$254K	1.60%	3.30%	12,053	12.00%	3.70%	13,573	-3.20%	0.70%	36,270	0.60%	7.40%	55	1	21	97.90%	0.10%	0.30%
Chicago, IL metro area	Jul-17	$250K	-1.60%	3.70%	9,709	-19.40%	-2.80%	11,495	-15.30%	-1.90%	36,384	0.30%	7.10%	56	1	20	97.80%	-0.10%	0.30%
Chicago, IL metro area	Aug-17	$240K	-4.00%	2.10%	10,119	4.20%	-1.80%	11,182	-2.70%	2.00%	35,502	-2.40%	6.70%	57	1	18	97.50%	-0.30%	0.20%
Chicago, IL metro area	Sep-17	$234K	-2.50%	6.40%	8,266	-18.30%	-4.10%	10,150	-9.20%	-0.10%	35,203	-0.80%	6.70%	61	4	19	97.30%	-0.20%	0.20%
Chicago, IL metro area	Oct-17	$225K	-3.80%	2.50%	7,914	-4.30%	2.60%	8,930	-12.00%	4.20%	33,023	-6.20%	6.00%	64	3	17	97.00%	-0.30%	0.10%
Chicago, IL metro area	Nov-17	$225K	0.00%	4.70%	7,131	-9.90%	0.20%	6,620	-25.90%	1.00%	28,469	-13.80%	1.40%	67	3	17	97.00%	0.00%	0.20%
Chicago, IL metro area	Dec-17	$227K	0.90%	5.60%	7,095	-0.50%	0.50%	4,524	-31.70%	-1.50%	22,269	-21.80%	-7.40%	71	4	16	97.00%	0.00%	0.40%
Chicago, IL metro area	Jan-18	$225K	-0.90%	8.20%	5,181	-27.00%	-5.80%	8,202	81.30%	-3.20%	23,904	7.30%	-7.90%	58	-13	-5	96.70%	-0.20%	0.30%
Chicago, IL metro area	Feb-18	$230K	2.20%	10.00%	5,085	-1.90%	-3.10%	10,344	26.10%	-8.20%	26,808	12.10%	-11.00%	74	16	3	96.90%	0.20%	0.10%
Chicago, IL metro area	Mar-18	$245K	6.50%	4.50%	7,786	53.10%	-7.70%	13,681	32.30%	-4.20%	28,073	4.70%	-15.20%	66	-8	2	97.30%	0.40%	0.00%
Chicago, IL metro area	Apr-18	$252K	2.90%	2.40%	9,099	16.90%	3.60%	14,348	4.90%	9.20%	30,921	10.10%	-11.70%	48	-18	-9	97.70%	0.40%	0.10%
Chicago, IL metro area	May-18	$255K	1.20%	2.00%	10,580	16.30%	-1.70%	14,524	1.20%	3.60%	33,768	9.20%	-6.30%	47	-1	-7	97.80%	0.10%	0.00%
Chicago, IL metro area	Jun-18	$265K	3.90%	4.30%	11,370	7.50%	-5.70%	13,179	-9.30%	-2.90%	34,845	3.20%	-3.90%	52	5	-3	98.00%	0.20%	0.10%
Chicago, IL metro area	Jul-18	$255K	-3.80%	2.00%	9,805	-13.80%	1.00%	12,215	-7.30%	6.30%	35,520	1.90%	-2.40%	55	3	-1	97.80%	-0.20%	0.00%
Chicago, IL metro area	Aug-18	$245K	-3.90%	2.10%	9,959	1.60%	-1.60%	11,224	-8.10%	0.40%	34,782	-2.10%	-2.00%	56	1	-1	97.40%	-0.40%	0.00%
Chicago, IL metro area	Sep-18	$240K	-2.00%	2.60%	7,458	-25.10%	-9.80%	10,071	-10.30%	-0.80%	34,810	0.10%	-1.10%	60	4	-1	97.30%	-0.20%	0.00%
Chicago, IL metro area	Oct-18	$232K	-3.30%	3.10%	7,868	5.50%	-0.60%	9,346	-7.20%	4.70%	33,206	-4.60%	0.60%	65	5	1	97.20%	-0.10%	0.10%
Chicago, IL metro area	Nov-18	$235K	1.30%	4.40%	7,034	-10.60%	-1.40%	6,221	-33.40%	-6.00%	29,602	-10.90%	4.00%	69	4	2	96.90%	-0.20%	-0.10%
Chicago, IL metro area	Dec-18	$228K	-2.90%	0.60%	6,037	-14.20%	-14.90%	4,122	-33.70%	-8.90%	25,523	-13.80%	14.60%	76	7	5	96.70%	-0.30%	-0.30%
Chicago, IL metro area	Jan-19	$225K	-1.40%	0.00%	4,611	-23.60%	-11.00%	7,707	87.00%	-6.00%	26,056	2.10%	9.00%	86	10	28	96.50%	-0.20%	-0.20%
Chicago, IL metro area	Feb-19	$233K	3.30%	1.10%	4,913	6.50%	-3.40%	10,196	32.30%	-1.40%	28,830	10.60%	7.50%	92	6	18	96.80%	0.30%	-0.10%
Chicago, IL metro area	Mar-19	$243K	4.50%	-0.80%	6,944	41.30%	-10.80%	13,424	31.70%	-1.90%	32,352	12.20%	15.20%	75	-17	9	97.30%	0.50%	0.00%
Chicago, IL metro area	Apr-19	$255K	4.90%	1.20%	8,574	23.50%	-5.80%	14,555	8.40%	1.40%	35,214	8.80%	13.90%	58	-17	10	97.50%	0.20%	-0.20%
Chicago, IL metro area	May-19	$262K	2.70%	2.70%	10,346	20.70%	-2.20%	14,259	-2.00%	-1.80%	36,804	4.50%	9.00%	56	-2	9	97.70%	0.20%	-0.10%
Chicago, IL metro area	Jun-19	$265K	1.10%	0.00%	10,112	-2.30%	-11.10%	12,747	-10.60%	-3.30%	38,617	4.90%	10.80%	56	0	4	97.70%	0.00%	-0.30%
Chicago, IL metro area	Jul-19	$261K	-1.50%	2.40%	9,937	-1.70%	1.30%	11,765	-7.70%	-3.70%	39,090	1.20%	10.10%	59	3	4	97.50%	-0.20%	-0.30%
Chicago, IL metro area	Aug-19	$253K	-3.00%	3.40%	9,381	-5.60%	-5.80%	10,826	-8.00%	-3.50%	38,204	-2.30%	9.80%	65	6	9	97.40%	-0.10%	0.00%
Chicago, IL metro area	Sep-19	$243K	-4.20%	1.00%	7,591	-19.10%	1.80%	10,060	-7.10%	-0.10%	37,544	-1.70%	7.90%	71	6	11	97.20%	-0.20%	0.00%
Chicago, IL metro area	Oct-19	$240K	-1.00%	3.40%	7,749	2.10%	-1.50%	9,063	-9.90%	-3.00%	35,481	-5.50%	6.90%	76	5	11	97.00%	-0.20%	-0.10%
Chicago, IL metro area	Nov-19	$242K	0.60%	2.80%	6,520	-15.90%	-7.30%	5,803	-36.00%	-6.70%	31,569	-11.00%	6.60%	80	4	11	96.80%	-0.20%	-0.10%
Chicago, IL metro area	Dec-19	$240K	-0.60%	5.10%	6,883	5.60%	14.00%	4,417	-23.90%	7.20%	26,590	-15.80%	4.20%	84	4	8	96.70%	-0.10%	0.10%
Chicago, IL metro area	Jan-20	$234K	-2.50%	4.00%	5,107	-25.80%	10.80%	8,318	88.30%	7.90%	27,416	3.10%	5.20%	96	12	10	96.50%	-0.30%	0.00%
Chicago, IL metro area	Feb-20	$242K	3.40%	4.10%	5,256	2.90%	7.00%	11,046	32.80%	8.30%	30,473	11.20%	5.70%	101	5	9	96.80%	0.30%	0.00%
Chicago, IL metro area	Mar-20	$265K	9.50%	9.10%	7,200	37.00%	3.70%	11,001	-0.40%	-18.00%	26,885	-11.80%	-16.90%	77	-24	2	97.50%	0.70%	0.20%
Chicago, IL metro area	Apr-20	$275K	3.80%	7.80%	7,217	0.20%	-15.80%	6,902	-37.30%	-52.60%	23,158	-13.90%	-34.20%	60	-17	2	97.70%	0.20%	0.20%
Chicago, IL metro area	May-20	$265K	-3.60%	1.10%	6,343	-12.10%	-38.70%	10,205	47.90%	-28.40%	22,400	-3.30%	-39.10%	36	-24	-20	97.20%	-0.50%	-0.50%
Chicago, IL metro area	Jun-20	$269K	1.50%	1.50%	8,086	27.50%	-20.00%	12,942	26.80%	1.50%	22,203	-0.90%	-42.50%	33	-3	-23	97.40%	0.10%	-0.30%
Chicago, IL metro area	Jul-20	$280K	4.10%	7.30%	10,856	34.30%	9.20%	13,648	5.50%	16.00%	22,642	2.00%	-42.10%	25	-8	-34	97.90%	0.50%	0.30%
Chicago, IL metro area	Aug-20	$285K	1.80%	12.50%	11,030	1.60%	17.60%	12,888	-5.60%	19.00%	22,587	-0.20%	-40.90%	22	-3	-43	98.00%	0.10%	0.60%
Chicago, IL metro area	Sep-20	$276K	-3.20%	13.80%	10,303	-6.60%	35.70%	12,129	-5.90%	20.60%	22,734	0.70%	-39.40%	21	-1	-50	98.20%	0.20%	0.90%
Chicago, IL metro area	Oct-20	$275K	-0.40%	14.60%	10,384	0.80%	34.00%	10,650	-12.20%	17.50%	22,071	-2.90%	-37.80%	20	-1	-56	98.20%	0.00%	1.20%
Chicago, IL metro area	Nov-20	$270K	-1.80%	11.80%	8,337	-19.70%	27.90%	7,091	-33.40%	22.20%	19,416	-12.00%	-38.50%	21	1	-59	98.10%	-0.10%	1.30%
Chicago, IL metro area	Dec-20	$269K	-0.60%	11.90%	9,113	9.30%	32.40%	5,340	-24.70%	20.90%	16,486	-15.10%	-38.00%	25	4	-59	98.00%	-0.10%	1.30%
Chicago, IL metro area	Jan-21	$270K	0.60%	15.40%	6,155	-32.50%	20.50%	8,204	53.60%	-1.40%	15,462	-6.20%	-43.60%	33	8	-63	98.00%	-0.10%	1.50%
Chicago, IL metro area	Feb-21	$274K	1.50%	13.20%	6,070	-1.40%	15.50%	8,868	8.10%	-19.70%	14,843	-4.00%	-51.30%	38	5	-63	98.10%	0.10%	1.30%
Chicago, IL metro area	Mar-21	$300K	9.50%	13.20%	9,305	53.30%	29.20%	13,638	53.80%	24.00%	15,671	5.60%	-41.70%	27	-11	-50	98.70%	0.70%	1.20%
Chicago, IL metro area	Apr-21	$311K	3.80%	13.20%	10,488	12.70%	45.30%	14,815	8.60%	114.60%	17,465	11.40%	-24.60%	15	-12	-45	99.40%	0.70%	1.70%
Chicago, IL metro area	May-21	$315K	1.20%	18.90%	10,902	3.90%	71.90%	14,085	-4.90%	38.00%	18,238	4.40%	-18.60%	11	-4	-25	100.00%	0.60%	2.70%
Chicago, IL metro area	Jun-21	$320K	1.60%	19.00%	13,019	19.40%	61.00%	15,114	7.30%	16.80%	20,088	10.10%	-9.50%	9	-2	-24	100.30%	0.30%	2.90%
Chicago, IL metro area	Jul-21	$312K	-2.50%	11.40%	11,702	-10.10%	7.80%	13,968	-7.60%	2.30%	21,578	7.40%	-4.70%	11	2	-14	100.10%	-0.20%	2.20%
